user_id,ethnicity
868754,White
597461,White
600721,White
691964,White
522367,White
445183,White
862853,White
295270,White
919424,White
563417,White
519870,White
785938,White
472320,Black or Black British
483349,Mixed
487835,Asian or Asian British
596567,Mixed
575219,White
955722,White
803135,White
831769,White
654106,White
818514,White
397237,White
820791,Asian or Asian British
186687,White
208860,White
359386,White
206703,Asian or Asian British
490284,White
373746,White
130260,White
731026,White
499634,White
721452,White
341442,White
563377,White
999570,White
559767,White
692607,White
619654,Black or Black British
213916,White
195888,White
328613,White
188471,White
954325,White
670955,White
391571,White
468457,White
761995,White
788568,White
470120,White
604171,White
603130,White
938004,Mixed
447606,White
778533,White
968045,White
664407,White
880773,White
797040,Asian or Asian British
288344,White
197414,White
506172,White
445190,White
668095,White
667083,White
438678,White
511799,White
510566,White
529361,Mixed
980862,White
787594,Asian or Asian British
783187,White
137396,White
605224,White
736777,White
929207,White
782455,White
728488,White
716842,White
903872,White
319873,White
166125,White
583686,White
610953,White
960126,White
863371,White
619224,Asian or Asian British
264203,White
976357,White
965328,White
621348,White
973193,White
485856,White
592908,White
446395,White
188124,White
229197,Mixed
561049,White
976164,White
797022,White
177814,White
208771,White
397523,White
320145,White
311181,White
505240,White
316967,White
599997,White
382914,White
139691,White
987570,White
351888,White
466652,Mixed
717054,White
607136,White
885082,White
505118,Mixed
674318,White
408895,White
553012,White
647920,White
689216,White
443223,White
616697,White
163035,White
455239,White
732894,White
555559,White
937273,White
681695,Mixed
232362,White
649272,White
441171,White
666436,White
302603,White
696525,White
410975,White
148725,White
163387,White
175139,White
606168,Asian or Asian British
768223,White
328804,White
219664,White
265336,White
730741,White
131545,White
294858,White
852466,White
994544,White
286444,White
827110,White
684524,White
903761,White
472638,White
539949,White
940249,White
665878,White
784693,White
623194,Asian or Asian British
779834,White
783358,White
143674,White
117436,White
204413,White
856875,White
313342,White
298666,White
422527,Black or Black British
539082,Asian or Asian British
664165,White
361186,Black or Black British
949080,White
875299,White
413873,Asian or Asian British
633352,White
748622,White
678641,White
119062,White
422476,White
543931,White
560563,White
370444,White
317839,White
288877,White
994061,White
911320,White
688126,White
237811,White
944674,Black or Black British
189997,White
808729,White
152211,White
191616,White
202309,Black or Black British
420582,White
832509,White
595101,White
233668,White
831832,Black or Black British
567087,White
149803,White
224521,White
351512,White
769168,White
709246,White
991984,White
766414,White
783276,White
606431,White
278951,White
950492,White
953947,White
234469,White
658216,Black or Black British
402641,White
823794,Black or Black British
527854,White
643823,White
240727,White
184131,White
718997,White
329895,White
186539,White
239587,White
484131,White
185300,White
450381,White
759314,White
103365,White
926637,White
601884,White
126407,White
325262,Black or Black British
466288,White
457543,White
516615,White
808030,White
541777,White
526733,White
414191,White
188600,White
546443,Mixed
603408,White
327878,White
340030,White
929681,White
913932,White
991930,Black or Black British
699524,White
835916,White
156676,White
988742,White
800851,White
174091,White
973661,White
866370,Black or Black British
823119,White
139717,White
833884,White
142820,Asian or Asian British
897817,White
158201,White
651183,White
112811,White
446324,White
235349,Asian or Asian British
141186,White
609687,White
164604,White
554259,White
449307,White
990730,White
403754,Mixed
356093,White
892241,Black or Black British
806105,White
211873,White
692446,White
455093,White
846989,White
293494,White
658262,White
618282,White
905753,White
316251,White
765779,White
840923,White
568958,White
815422,White
535896,White
795969,White
925826,White
968887,White
428946,White
401538,White
336231,White
577145,White
387365,Mixed
103665,White
544701,White
301473,White
857445,White
146485,White
982219,White
473947,White
399051,White
334491,Asian or Asian British
284010,White
466742,White
520549,White
176198,White
618786,White
941348,Asian or Asian British
565883,Mixed
248870,White
185258,White
529526,White
797348,White
313114,White
931564,White
295002,White
487101,White
451864,White
625729,White
289088,White
521077,White
274571,White
559450,White
695587,White
607483,White
886253,White
748758,White
348443,White
753414,White
944222,White
828028,White
584385,Black or Black British
983543,Black or Black British
101409,White
380667,White
446814,White
179889,White
594228,White
766546,White
608208,White
930549,White
710466,White
351418,Black or Black British
242360,White
398016,White
561679,White
936567,White
762730,White
759510,White
665780,White
497480,White
530392,White
169424,White
290987,White
910067,White
936041,White
625943,White
253964,White
534822,Mixed
438254,Mixed
373476,White
964468,White
245480,Mixed
400691,White
726129,Black or Black British
665231,Black or Black British
220587,White
719792,White
761563,Mixed
712183,White
179274,White
920118,White
286280,White
387373,White
547148,Mixed
451922,White
746259,White
853276,White
521588,White
922160,Mixed
879355,White
762841,White
370878,White
374800,White
969969,White
788540,White
434847,White
449906,White
364196,White
545004,Asian or Asian British
485095,White
389550,White
592495,White
905991,White
420493,White
422771,White
551875,White
167912,White
576359,White
280430,White
800236,Mixed
591118,White
166250,White
440851,White
541810,White
832601,White
529393,White
593414,White
404951,White
485745,White
558998,White
912781,White
247487,White
424607,White
655709,White
904320,White
395045,White
504994,White
924738,White
982705,White
923638,White
469736,White
791351,White
200952,White
902719,White
304886,White
298978,White
413326,White
683936,White
460595,White
488422,White
995556,White
190649,White
142717,White
551720,White
480210,White
455895,White
520196,Black or Black British
163205,White
664416,White
500769,White
409580,White
723237,White
610749,White
589084,White
116561,White
391746,White
785740,White
252549,White
544485,White
183389,Asian or Asian British
420403,Black or Black British
470938,White
177011,White
816334,White
425218,White
121757,White
962212,White
945915,White
821042,White
494799,White
673338,Mixed
815728,White
424862,White
932850,White
538334,White
952019,White
796091,Black or Black British
458728,White
348488,White
995394,White
802539,White
861282,Mixed
353391,White
223374,White
889864,White
998947,White
214504,White
738736,White
335352,White
975537,White
994937,White
814507,White
620787,White
842075,Mixed
122183,White
983907,White
470809,White
653056,White
627481,Mixed
395237,White
609788,White
471128,White
865968,White
225981,White
660416,White
360028,White
436117,White
769905,White
566181,Mixed
319918,White
475134,White
944897,White
390868,White
932105,White
602530,White
320591,White
837266,White
221502,White
903868,White
309613,White
979283,Black or Black British
162318,White
507346,Asian or Asian British
629150,White
460242,White
856994,White
921968,White
514825,White
327038,White
754783,White
634196,White
916235,White
839767,White
277244,White
832350,Mixed
944767,White
506688,White
283529,White
307120,White
889929,White
313644,White
248826,Mixed
667268,Mixed
788447,Mixed
288167,White
516685,White
954617,White
186850,White
678418,White
913103,White
275967,White
161049,White
473513,White
953092,White
726759,White
508897,White
257217,White
621323,White
856351,White
748058,White
884687,Asian or Asian British
674073,White
409912,White
579284,White
100231,White
934441,White
627869,White
109929,White
191395,White
776199,White
111988,Mixed
968405,White
495233,White
626546,Black or Black British
727907,White
100100,Asian or Asian British
991402,White
940814,Black or Black British
558012,White
849390,White
403510,White
223145,White
888964,White
628335,White
656067,White
454295,Mixed
748329,Asian or Asian British
242185,White
895282,White
253999,White
635542,White
773916,Black or Black British
359788,White
434894,White
597404,Black or Black British
802602,White
621354,White
186287,White
230275,Mixed
706050,White
689343,White
740458,White
314315,White
160073,White
125951,White
445564,White
240801,White
919325,White
832772,White
535624,White
182300,White
267775,White
945276,White
522411,Mixed
735054,White
583731,White
943646,White
304452,White
672181,Asian or Asian British
246486,White
137435,White
518102,White
469831,White
879396,White
972130,White
145512,Black or Black British
959726,White
775097,White
880468,White
169627,White
174885,Black or Black British
140627,White
903199,White
323695,White
640847,Mixed
167205,Mixed
974364,White
215600,White
378963,Mixed
586680,White
886694,Black or Black British
901833,White
695227,White
673724,White
623141,White
935035,White
135781,White
997579,White
370592,White
273123,Black or Black British
710644,White
913699,White
860787,White
393885,White
994188,White
239512,White
322823,White
126732,White
532646,White
312555,White
528688,White
122458,White
486666,White
269264,Mixed
203653,White
777168,Asian or Asian British
374829,Mixed
987293,White
452607,White
807788,Black or Black British
474025,White
834734,White
856223,Asian or Asian British
711054,White
245641,White
327268,White
422149,White
925491,White
437529,White
504903,White
136888,Asian or Asian British
723204,White
711618,Asian or Asian British
363562,White
740603,White
617137,Asian or Asian British
417283,Mixed
559521,White
348409,White
504555,Black or Black British
761576,White
757166,Asian or Asian British
688486,White
977419,White
256079,White
128820,White
199570,White
359911,Asian or Asian British
436397,White
376309,White
990560,White
825272,Mixed
212771,White
269602,White
646281,White
493446,White
906420,White
997866,White
700859,White
692487,White
351874,White
491509,White
216598,White
866451,White
914011,White
555132,White
129027,White
684329,White
411407,White
661805,White
893543,White
668863,White
111724,Black or Black British
284144,Asian or Asian British
133106,White
537569,White
533656,White
169677,Asian or Asian British
496727,White
287077,White
850960,White
175376,White
478513,Mixed
299142,White
867823,White
774477,White
786826,White
644632,Black or Black British
423438,White
572091,White
584700,White
473754,White
173209,White
199626,Asian or Asian British
882269,White
434123,White
895727,White
295830,White
604886,White
669812,Mixed
290061,White
330272,White
213420,Black or Black British
450285,Mixed
617205,White
335958,White
260756,White
925165,Black or Black British
887427,White
550152,Mixed
161194,White
718325,White
320211,White
503508,White
653259,White
571831,White
609474,White
281982,White
224979,White
594637,Mixed
803328,White
344516,White
277509,White
224037,White
188027,White
989382,White
727601,White
407746,White
147014,White
439877,White
962854,Asian or Asian British
112895,White
471978,White
154057,White
596665,White
403688,White
190767,White
992085,White
777745,White
792993,White
484385,White
687184,White
666421,White
961332,White
725660,White
111181,Asian or Asian British
623794,White
593420,Mixed
693798,White
784058,White
271096,White
452849,White
650437,White
668209,Black or Black British
151960,White
940937,White
590780,White
672252,White
964814,White
552422,White
783327,White
163105,White
105547,Asian or Asian British
355490,White
622433,White
102457,White
205893,White
153833,White
799359,White
347297,White
937665,Black or Black British
914612,White
834586,White
988867,White
899654,White
624289,White
732822,White
240536,Asian or Asian British
794188,Black or Black British
624069,White
865368,White
713182,White
238066,White
445881,White
837267,Mixed
888512,White
924566,Black or Black British
289230,White
595020,White
447608,White
891906,White
526169,White
155926,White
145122,White
373939,White
462903,Black or Black British
493675,White
298302,White
833690,White
883999,Mixed
700244,Black or Black British
187631,Asian or Asian British
459686,White
395558,White
681565,White
204823,White
157154,White
111254,White
849648,White
715192,White
116680,White
139510,White
901491,White
611401,White
375263,White
414519,White
791994,Mixed
331090,White
395952,Black or Black British
383535,Mixed
665756,White
200686,White
656442,White
105080,Mixed
949536,White
873115,White
610065,White
620301,White
157738,Black or Black British
221222,White
403469,White
475232,White
627168,White
265883,White
215297,White
660790,Asian or Asian British
744003,White
686649,White
718473,White
755020,Black or Black British
695140,White
333307,White
810044,White
471766,Mixed
323891,White
228597,Mixed
118193,Mixed
730659,White
603821,White
385315,Asian or Asian British
885297,White
717957,White
517854,White
926686,White
929510,White
229312,Mixed
363983,White
528208,White
322903,White
930346,White
991187,Asian or Asian British
138666,White
771119,Asian or Asian British
202821,White
680603,White
802887,White
454092,White
990205,White
211990,White
361154,Black or Black British
423088,White
662018,Asian or Asian British
430542,White
459019,White
754026,Asian or Asian British
740015,White
894278,White
154970,White
786897,Mixed
847855,White
409587,White
968261,White
117822,White
510364,Black or Black British
632110,White
141847,White
520417,White
930783,White
170082,White
844182,White
302499,White
656413,Black or Black British
520910,White
928085,White
244193,White
675743,White
482002,White
372990,White
114220,White
197191,White
141142,White
528297,White
596801,White
323602,Black or Black British
708484,White
908653,White
471917,White
544270,White
786413,White
491910,White
117014,Asian or Asian British
900439,White
280196,White
446506,White
885536,White
929670,Asian or Asian British
703407,White
980457,Black or Black British
967998,White
966204,White
459705,White
802326,White
278263,Mixed
894067,White
832661,White
233923,White
646221,White
340224,Black or Black British
278935,White
367742,White
575987,White
422982,White
347522,White
224048,White
236450,White
885031,White
694378,White
845307,White
289585,White
219226,White
403154,White
654191,White
323725,White
395306,White
515723,White
412630,White
443457,White
145859,White
388552,White
227156,White
296318,White
354097,White
836323,White
281059,White
114582,White
965370,White
982631,White
361772,White
922591,White
147002,White
601949,Mixed
384123,White
310831,Black or Black British
550063,White
949082,White
320178,White
262958,Asian or Asian British
851889,White
396624,White
643432,White
922783,White
857026,White
284806,White
129947,White
113225,Asian or Asian British
388573,White
404612,White
503514,White
260332,White
136879,White
723195,White
166631,White
338307,White
649636,White
764209,White
154371,Black or Black British
710197,White
415956,White
960947,White
191517,White
507135,White
966829,White
430790,Mixed
263087,White
565113,White
876163,White
338988,White
383361,White
575187,White
153181,White
984383,Mixed
379013,White
231404,White
836718,White
492923,White
749753,Asian or Asian British
559682,White
447660,White
241157,White
176770,White
608870,White
506477,White
651063,White
957607,White
206882,White
236583,White
589105,White
907136,Asian or Asian British
810937,White
757179,White
333554,White
607910,White
230799,White
118307,White
348959,White
344862,Asian or Asian British
908772,White
988862,White
218407,White
579565,White
128098,White
133330,White
436966,White
522461,White
610834,White
574918,Mixed
652452,White
788382,White
128258,White
522885,White
910023,Asian or Asian British
873946,Black or Black British
798198,White
562141,White
977275,White
682614,White
583945,White
884077,White
779490,White
712521,White
141729,Mixed
418317,White
449575,White
478823,White
844727,White
975551,White
320041,Black or Black British
120241,White
752007,White
794880,Asian or Asian British
954335,White
470943,White
267659,White
552227,White
147879,White
463615,White
839488,White
901136,White
599275,White
883512,White
413823,Mixed
719870,White
547097,Asian or Asian British
866987,Mixed
916250,White
533434,White
432399,White
929306,White
310883,Black or Black British
408631,White
587132,White
373841,White
597145,Asian or Asian British
734571,White
768887,White
635915,White
961528,White
413198,Asian or Asian British
659130,White
603843,White
776129,Black or Black British
453961,White
343304,White
101458,White
129896,White
704983,Mixed
550678,White
144616,White
188126,White
982140,White
409993,White
594300,Mixed
915650,Mixed
792201,White
588712,White
638509,White
846937,Asian or Asian British
640591,White
320900,White
715367,White
479263,White
731675,White
649357,Asian or Asian British
851395,White
564862,White
936300,White
437704,White
739501,White
789108,White
443639,White
764727,White
914551,Asian or Asian British
454066,Black or Black British
441969,White
338029,White
741603,Asian or Asian British
308770,White
100906,White
972795,White
932101,White
188728,White
461042,White
141912,Mixed
989328,White
795859,White
109874,White
482934,White
998311,White
888040,Asian or Asian British
147300,White
922363,White
812233,Black or Black British
402278,White
730073,White
398699,White
429493,White
452946,White
564728,White
161267,White
555966,White
716878,White
842877,White
363930,White
149758,White
292268,White
547576,White
883760,Black or Black British
560229,White
369575,Mixed
275966,White
334606,White
267362,White
243848,Black or Black British
301925,White
668342,Asian or Asian British
720237,White
548961,White
596572,White
178446,White
818757,White
165052,White
498997,Black or Black British
654380,White
624057,White
398212,White
688017,White
488603,Black or Black British
620502,White
247067,White
672251,Asian or Asian British
665449,White
374759,White
499914,Black or Black British
336024,White
877167,White
698970,White
460174,Asian or Asian British
596514,White
402262,White
242698,White
298048,White
167249,White
224870,White
145615,White
874011,White
745166,White
303699,Asian or Asian British
968810,White
344285,White
679369,White
798925,White
352121,White
631650,White
310037,White
697231,White
794393,Mixed
998447,White
612027,Asian or Asian British
313937,White
793143,White
245233,White
420198,White
829844,White
276371,White
795352,White
336387,White
330717,Asian or Asian British
657448,White
444782,Mixed
246558,White
477831,Mixed
160028,White
505385,White
374112,White
946484,White
108493,White
654606,Asian or Asian British
501617,White
915679,Black or Black British
178262,White
457716,White
431945,Mixed
663302,White
865515,Asian or Asian British
792116,White
749402,White
399314,White
846359,White
109457,White
999507,White
948426,Mixed
859571,White
204848,Black or Black British
214346,White
428160,Mixed
913829,Black or Black British
875405,White
355417,White
869539,White
997891,Black or Black British
536483,White
975623,White
724229,White
543442,White
391162,White
679662,White
971387,Mixed
678205,White
740276,White
874892,White
211257,Black or Black British
409089,White
260053,White
967316,White
910218,Black or Black British
127842,White
503992,White
252598,Mixed
960310,White
294138,White
370802,White
884945,White
797977,White
546677,White
647382,White
506618,White
924105,Asian or Asian British
530212,White
372723,White
444703,White
282827,White
802283,White
573400,White
302226,White
149864,White
187393,White
717149,White
806030,White
536533,Black or Black British
657248,White
509427,White
892303,White
416775,White
472007,White
685146,White
269820,White
497692,White
418257,White
306038,White
415829,White
944742,White
258811,White
136522,White
199970,White
874095,White
343607,White
144552,White
548719,White
934244,White
610847,Black or Black British
260743,White
842158,Mixed
611550,Mixed
232352,White
762674,White
377193,White
794312,White
851324,Mixed
910946,White
804848,White
683436,White
735122,White
589342,White
983112,White
865323,White
685801,Asian or Asian British
891345,White
549139,White
208849,White
714979,Asian or Asian British
958837,Asian or Asian British
896655,White
178963,White
640275,White
148043,Mixed
621202,White
824914,White
525859,White
671169,White
552493,White
906424,White
590808,White
995451,White
548506,White
867047,White
781892,White
646242,White
918566,White
903624,White
972760,White
515085,White
959137,White
716860,White
131141,White
455589,White
347941,Asian or Asian British
984816,White
750452,White
101928,White
874036,White
751513,White
645245,White
673789,White
744650,White
217727,White
731513,Mixed
303314,White
759282,White
425906,White
589783,White
746573,White
796057,White
763923,Asian or Asian British
969154,Asian or Asian British
358315,White
136548,Mixed
103459,White
778715,White
208601,White
981896,White
582576,Asian or Asian British
567694,White
904253,White
307394,White
286257,White
346597,White
569499,White
888583,White
269122,White
914009,Black or Black British
538710,Asian or Asian British
311244,Black or Black British
697658,White
374969,White
629003,White
212685,White
832850,Asian or Asian British
136304,White
732974,Black or Black British
410422,White
800835,White
279025,White
592265,White
658192,White
936234,White
222779,White
991226,White
499835,White
484064,Asian or Asian British
450886,White
164840,White
871217,White
564173,White
724459,White
770061,Mixed
674901,White
695689,White
398400,White
124649,White
855219,White
393099,White
686121,White
318797,White
557411,White
967472,White
152990,White
763391,White
497817,White
973298,White
466527,White
517354,Asian or Asian British
368125,White
936988,Asian or Asian British
618966,White
111287,White
764860,White
863744,White
949595,White
335464,White
644424,White
621939,Black or Black British
836670,White
236102,White
236646,White
308457,White
300894,White
945925,White
728551,Asian or Asian British
253050,Asian or Asian British
467114,White
847240,White
970873,White
461737,White
956963,White
483757,White
806206,White
296955,White
601600,White
392189,White
119554,Mixed
872666,White
543719,White
295275,White
322821,White
441009,White
775035,White
252797,White
513054,White
775770,White
972646,White
622252,White
486932,White
273588,White
512198,White
835612,White
610930,White
146194,White
995533,Black or Black British
734623,White
540783,White
883321,White
190138,White
510071,White
760793,White
406112,White
439819,White
439302,White
352374,White
757723,White
923943,White
467926,White
915911,White
293705,White
753295,Mixed
755476,Black or Black British
461254,White
856829,White
160344,White
614837,White
894775,White
699502,White
535409,Asian or Asian British
287223,White
519959,White
863950,White
418415,White
914858,White
546557,White
975554,White
249314,White
370674,White
169071,White
972658,White
950424,White
754578,Black or Black British
315722,White
878968,White
287523,White
537846,White
487204,Asian or Asian British
419054,White
711505,White
470663,Asian or Asian British
716166,White
644009,White
510731,Mixed
838269,White
996807,White
488700,White
504436,White
932689,White
355102,White
947101,Mixed
223758,White
117731,White
555138,White
684694,White
177288,White
630620,White
575751,Mixed
922508,Black or Black British
404142,White
676008,White
129283,White
717407,White
807673,White
406991,White
532463,White
460535,White
137102,White
933574,White
271731,White
960269,White
378784,White
351848,White
768984,White
170216,White
978106,White
891942,White
531392,White
948615,White
226958,Black or Black British
813835,White
600295,White
930020,White
264781,Black or Black British
195532,White
656410,White
867066,White
977654,Asian or Asian British
193478,White
370292,White
991969,White
794643,White
970666,White
278683,White
819970,White
365629,White
169176,White
328024,Mixed
351150,White
572307,Mixed
956598,White
392644,White
910042,White
759053,White
639551,White
155841,White
252164,Asian or Asian British
551555,White
974158,White
288074,White
798289,White
619539,White
944231,White
517876,White
605228,White
296007,White
641011,White
768814,White
504111,White
957471,White
313811,White
786571,White
522415,White
855380,White
856456,White
933691,White
636130,Black or Black British
720541,White
833624,White
950784,White
938445,White
973788,White
754835,White
205103,Mixed
925476,White
928159,White
397944,White
569423,White
719585,Black or Black British
585523,Black or Black British
786044,White
297953,White
715617,White
383067,White
713593,White
537471,White
539753,White
653553,White
676521,Asian or Asian British
391708,White
615725,White
777873,White
642414,White
604020,Mixed
551746,White
795628,White
210956,White
813865,White
486892,White
122146,White
749656,Asian or Asian British
225044,White
622604,White
873430,White
896762,White
338063,White
190251,White
178943,White
384657,White
291720,White
912241,White
502387,White
103661,White
798527,White
234970,White
486454,White
940479,White
329178,White
899912,White
543973,White
387189,White
585895,White
791889,White
916759,White
924221,White
982492,White
100044,White
939819,White
393636,White
851701,White
159174,White
496772,White
766906,White
997247,White
976796,White
487887,White
519185,White
285446,White
946825,White
628543,White
790734,White
647538,White
735025,White
786960,Mixed
397170,White
608241,Black or Black British
480944,White
292930,White
475367,White
211900,White
113836,White
516374,White
876285,Black or Black British
865555,White
706997,White
711757,White
760081,White
971389,White
696738,Asian or Asian British
385492,Asian or Asian British
267050,White
473687,White
332930,White
793658,White
666099,White
329025,White
917868,White
406600,Asian or Asian British
202522,White
337719,White
977923,White
439134,White
256855,Black or Black British
500188,White
180808,White
243568,White
838669,White
122882,White
269923,White
770195,White
913769,White
138928,White
518901,White
634763,White
804346,White
282171,White
339577,White
549261,Asian or Asian British
795278,White
939164,White
343255,White
880473,White
385964,White
948988,White
698301,White
920672,White
121507,Mixed
456502,White
981399,White
386925,Mixed
603013,White
663881,Mixed
696504,White
976938,White
127863,White
626666,White
838245,White
244341,White
614761,Mixed
637704,White
426093,White
514689,White
218172,White
681508,White
278292,White
502257,White
302394,Black or Black British
739946,White
815903,White
386181,White
485439,White
468035,White
863424,White
330901,White
352188,Mixed
263664,Mixed
709359,White
959354,White
968324,White
627635,Mixed
915769,White
146266,White
483330,White
660328,White
234686,White
397842,White
499708,White
681414,White
929807,White
195408,White
814796,White
210408,White
911661,White
360538,White
900826,White
999183,White
934666,White
530068,White
379530,White
151494,White
100261,White
387998,White
197048,White
841188,White
927374,White
971253,White
181876,White
869152,White
353846,White
694584,White
368018,White
690875,Black or Black British
314406,White
685425,White
587022,White
370426,White
121115,White
565591,White
211121,White
425199,White
827623,White
152557,White
142770,White
774945,Mixed
481448,Black or Black British
154965,White
767069,White
878955,White
816231,White
279242,Black or Black British
504051,Mixed
511744,White
375526,White
869497,White
285441,White
459685,White
545285,White
209252,White
540535,White
824219,White
170917,White
820842,White
690217,White
206912,White
819744,Black or Black British
129772,White
706688,White
491975,White
955574,White
942616,Mixed
706356,White
590169,White
720588,White
258221,White
856582,White
407182,White
151397,White
654151,White
497147,Mixed
998197,White
527662,White
808414,White
493650,White
879283,White
646692,Asian or Asian British
982177,White
856580,White
868606,White
571887,White
441848,White
211382,White
529875,Black or Black British
491174,Black or Black British
204654,Black or Black British
368093,White
241749,White
318556,White
121577,Black or Black British
900149,White
703474,White
329598,White
736007,White
496594,Mixed
100319,White
536546,White
324249,White
357037,White
645344,White
176084,White
992644,White
986561,White
249381,White
758818,White
788559,White
242125,White
579131,White
376002,Black or Black British
638127,White
326449,White
169513,White
538974,White
116906,White
626592,White
572499,White
572144,White
598056,White
266383,White
259676,Mixed
134605,White
693843,White
707167,White
613457,White
660826,White
793546,White
239547,White
501326,White
589703,White
172469,White
746412,White
503210,White
642694,White
468982,White
345213,White
858368,White
865458,White
310759,Asian or Asian British
361396,White
646488,White
323580,White
300766,White
181434,White
224439,White
489710,White
506709,White
262826,White
798332,White
111794,Black or Black British
145020,White
867895,Asian or Asian British
278205,White
443515,White
945756,White
832375,White
924320,White
382338,White
954503,Asian or Asian British
798568,White
266621,White
418441,White
790789,White
178287,White
539855,White
257065,White
871505,Mixed
567053,White
332608,White
515374,White
324378,Asian or Asian British
489820,White
509979,White
875085,White
607242,White
749842,White
334124,White
171221,White
599463,Mixed
597061,White
842017,Black or Black British
520106,White
567635,White
136356,White
919568,White
467304,White
214619,Black or Black British
583338,Mixed
812554,White
784487,Mixed
669110,White
919119,White
661486,White
780491,White
182214,White
262870,White
269561,Black or Black British
215948,Black or Black British
113044,White
536354,White
325925,White
883426,White
914313,White
941606,White
320328,White
249074,White
563301,White
501204,White
490998,White
589796,White
937603,White
659460,White
169301,White
983390,White
191015,White
333514,White
671620,White
744908,Black or Black British
726702,White
729548,Mixed
278408,White
898031,White
718244,White
791569,White
906500,White
651047,White
984137,White
735587,Mixed
195479,White
483369,White
822079,White
376808,White
690881,White
471818,Asian or Asian British
360860,White
810347,White
998496,White
575781,White
207371,White
949511,White
651384,White
573183,Asian or Asian British
582169,White
213270,White
417538,Black or Black British
418560,White
639106,White
366993,White
376750,White
876137,White
809345,White
260033,White
141280,White
542179,White
674477,White
468086,White
932710,White
758344,White
598493,White
421940,White
648184,White
122598,Asian or Asian British
990322,White
879449,White
274009,White
874386,White
295928,White
120049,Mixed
344668,Mixed
198935,Black or Black British
123132,White
405082,White
872608,White
848611,White
122206,White
493824,Mixed
686544,White
887992,Black or Black British
625014,White
678969,White
938493,White
451455,White
315212,White
138509,White
626048,Mixed
320628,Black or Black British
201325,White
397550,White
180717,White
354595,White
374490,White
143100,White
905742,White
101455,White
435087,White
584697,White
365451,White
695433,White
892978,White
759544,White
466071,Mixed
316696,White
494561,White
571124,White
689719,White
961506,White
878024,White
767126,White
461082,White
316296,Asian or Asian British
955727,Asian or Asian British
454312,White
233753,Asian or Asian British
597734,Asian or Asian British
926547,White
572254,Asian or Asian British
192373,White
383881,White
154156,White
858090,Mixed
316142,White
225301,White
759944,Mixed
563438,White
833644,Mixed
280654,White
342106,White
243719,White
316915,White
406773,White
588818,White
825611,Black or Black British
990835,White
495198,White
129466,White
369026,White
590531,White
465331,White
765044,White
961272,White
588015,White
236365,White
231093,White
170915,White
929628,White
894315,White
507230,White
616441,White
981108,White
569492,Asian or Asian British
515737,White
250643,White
990590,White
179066,Asian or Asian British
773384,White
773386,White
500674,White
673512,Mixed
652132,White
113771,White
568421,White
216549,White
572020,White
536023,White
495829,Mixed
765364,White
608889,White
403968,Mixed
833098,White
755631,Mixed
193109,White
332574,White
754961,White
815187,White
611124,White
376480,White
230322,White
729530,White
534791,White
802046,White
915686,White
260017,White
164806,Mixed
341994,White
442985,White
931455,White
550122,Asian or Asian British
884047,White
422753,White
168971,White
465698,White
187750,Black or Black British
340286,Asian or Asian British
751583,White
431766,White
113919,White
157806,White
522626,White
442718,White
